index	name	date	distance_km	climb_m
1333	Greeba Fell	29-1-2011	14.5	762.0
355	Eskdale Eureka - Rearranged Date	30-1-2011	12.9	366.0
1137	Tigger Tor	30-1-2011	15.3	533.0
1053	Carding Mill Canter	5-2-2011	6.4	549.0
945	Jarrett Jaunt - Handicap Event	5-2-2011	7.2	457.0
668	Wansfell - Rearranged Date	5-2-2011	4.0	457.0
905	Charnwood Hills	6-2-2011	22.5	366.0
897	Mickledon Straddle	6-2-2011	22.2	604.0
962	Carnethy 5	12-2-2011	10.0	762.0
917	Tarren Hendre	12-2-2011	9.7	610.0
1045	Wadsworth Trog	12-2-2011	32.2	1219.0
1094	Castleton Beacon	13-2-2011	12.9	335.0
886	Sidmouth 4 Trigs Challenge	13-2-2011	25.7	914.0
981	The Norman Matthews Winter Hill Fell Race	13-2-2011	17.7	838.0
1337	Baldwin Valleys	19-2-2011	13.7	762.0
1191	Ovenden	19-2-2011	12.9	366.0
1153	Quantocks	19-2-2011	11.3	518.0
1350	Britains Worst Fell Race	20-2-2011	27.4	914.0
1349	Bleasdale Circle	26-2-2011	8.0	381.0
1295	Inov-8 High Cup Nick	26-2-2011	14.5	457.0
1241	Moel Y Ci	26-2-2011	8.0	290.0
1166	Noonstone	26-2-2011	14.5	701.0
1093	Commondale Clart	27-2-2011	9.7	305.0
1260	Ilkley Moor	27-2-2011	8.0	384.0
1317	James Thorn	27-2-2011	8.0	491.0
1050	High Peak Marathon	4-3-2011	67.6	1646.0
1183	Black Combe	5-3-2011	12.9	1036.0
1076	Pipe Dream	5-3-2011	8.0	518.0
1300	Slieve Gullion	5-3-2011	6.9	460.0
1057	Titterstone Clee	5-3-2011	4.0	229.0
1162	Bishop Hill	6-3-2011	4.0	305.0
1278	Cloud Nine	6-3-2011	14.5	381.0
1054	Long Mynd Valleys	6-3-2011	18.5	1372.0
1187	Sedbergh 3 Peaks	8-3-2011	5.8	462.0
1237	Glenariff	12-3-2011	9.7	335.0
1342	Haworth Hobble - Wuthering Hike	12-3-2011	53.1	1341.0
1441	Moel Wnion	12-3-2011	7.2	549.0
1131	Stan Bradshaw Pendle Round	12-3-2011	14.5	686.0
1193	Windmills Whizz	12-3-2011	11.3	244.0
1334	Ellan Vannin	13-3-2011	20.1	1067.0
1099	Glaisdale Rigg	13-3-2011	12.9	457.0
1412	Ian Roberts	13-3-2011	9.5	274.0
1103	Fiendsdale	19-3-2011	10.5	671.0
1249	Middlefell	19-3-2011	10.6	518.0
919	Yr Aran	19-3-2011	16.1	945.0
1046	Brough Law	20-3-2011	8.0	381.0
1373	Heptonstall	20-3-2011	24.1	1006.0
1380	Wolfs Pit	20-3-2011	9.3	408.0
1304	Birnam Hill Classic	26-3-2011	6.4	530.0
1176	Causey Pike	26-3-2011	7.2	543.0
1049	Midgley Moor	26-3-2011	8.0	381.0
1092	Blakey Blitz	27-3-2011	15.3	724.0
1305	Deuchary Hill Canter	27-3-2011	17.7	792.0
1252	Don Morrison Memorial Edale Skyline	27-3-2011	33.8	1372.0
1362	Wrekin	27-3-2011	8.8	518.0
928	Trunce 1	28-3-2011	6.4	168.0
1038	Harry Aspinall Liver Hill	29-3-2011	8.0	244.0
940	Llanbedr To Blaenafon	2-4-2011	24.1	1372.0
1173	Pendle	2-4-2011	7.2	457.0
1327	Snaefell	2-4-2011	8.0	579.0
1420	Blubberhouses Moor 25	3-4-2011	40.2	829.0
877	Exe To Axe	3-4-2011	32.2	1219.0
1318	Lads Leap	3-4-2011	9.5	518.0
958	Mow Cop	3-4-2011	10.5	396.0
1267	Bunny Run 1	5-4-2011	4.8	91.0
1208	Grisedale Grind	6-4-2011	4.0	475.0
1018	Cioch Mhor - Date Changed	9-4-2011	13.7	686.0
1101	Llantysilio	9-4-2011	10.0	640.0
1301	Mourne Peaks	9-4-2011	20.1	1890.0
960	Sugar Loaf	9-4-2011	11.3	526.0
1115	Wardle Skyline	9-4-2011	11.3	381.0
1091	Gisborough Moors	10-4-2011	20.1	792.0
1155	Wirksworth Incline	10-4-2011	6.4	183.0
1268	Bunny Run 2	12-4-2011	4.8	91.0
977	Loughrigg	13-4-2011	6.4	305.0
1395	Coledale Horseshoe	16-4-2011	14.5	914.0
1403	Screel	16-4-2011	6.4	396.0
883	Y Moelwyn	16-4-2011	16.9	853.0
929	Trunce 2	18-4-2011	6.4	168.0
1269	Bunny Run 3	19-4-2011	4.8	91.0
908	Joe Barber Herod Farm	20-4-2011	4.8	335.0
989	Hartcliff Hill	21-4-2011	4.0	152.0
947	Anniversary Waltz	23-4-2011	18.5	1097.0
1283	Fron Four	23-4-2011	11.4	716.0
1332	Half Manx Mountain Marathon	23-4-2011	20.9	792.0
1329	Manx Mountain Marathon	23-4-2011	50.7	2438.0
983	Rivington Pike	23-4-2011	5.2	213.0
1149	Teenager With Altitude	23-4-2011	24.8	2316.0
1390	Shining Cliff Woods 2	24-4-2011	10.6	356.0
1140	Carlton Challenge	26-4-2011	8.0	259.0
879	Pentyrch	26-4-2011	11.3	488.0
1209	Lords Seat	27-4-2011	8.0	427.0
963	Wrekin Streak	27-4-2011	4.4	247.0
914	Coniston	30-4-2011	14.5	1067.0
1399	Red Kite Challenge	30-4-2011	18.5	610.0
1281	Stuc A Chroin 5000	30-4-2011	22.5	1524.0
1048	Three Peaks	30-4-2011	37.5	1609.0
1113	Great Hameldon	1-5-2011	9.7	335.0
1400	Ras Y Diafol	1-5-2011	29.0	610.0
1243	Coiners	2-5-2011	11.3	335.0
1464	Levisham Limping	2-5-2011	11.3	427.0
1098	Rosedale Rove - Cancelled	2-5-2011	11.3	427.0
1199	Wray Caton Moor	2-5-2011	10.9	335.0
1147	Caw	4-5-2011	9.7	549.0
1141	Dockray - Hartside	4-5-2011	9.7	610.0
1372	Flower Scar	4-5-2011	6.4	427.0
1343	Lothersdale	4-5-2011	5.8	183.0
1255	Tigers Todger	4-5-2011	9.7	268.0
1014	Ysgol Dinas Bran	4-5-2011	6.9	351.0
1002	Belmont Winter Hill	7-5-2011	7.2	305.0
1394	Buttermere Sailbeck	7-5-2011	15.3	1417.0
1041	Cressbrook Crawl	7-5-2011	10.5	335.0
1109	Hawkshead Trail	7-5-2011	15.0	495.0
946	Latterbarrow Loop	7-5-2011	3.9	183.0
1236	Llangynhafal Loop	7-5-2011	7.6	533.0
986	Pendle Cloughs	7-5-2011	22.5	1250.0
1302	Slieve Gallion	7-5-2011	8.2	530.0
1129	The Cake Race	7-5-2011	16.1	518.0
1220	Bluebell Run	8-5-2011	8.0	366.0
1467	Cheviot Summit	8-5-2011	9.7	816.0
1319	Crowden Horseshoe	8-5-2011	12.9	518.0
1210	Surrey Hills Race A	8-5-2011	29.0	823.0
1211	Surrey Hills Race B	8-5-2011	16.1	411.0
1212	Surrey Hills Race C	8-5-2011	9.7	198.0
930	Trunce 3	9-5-2011	6.4	168.0
1188	Burbage Skyline	10-5-2011	9.3	366.0
1207	Jack Bloor Race	10-5-2011	8.4	351.0
956	Caradoc Classic	11-5-2011	5.6	268.0
1340	Rainow 5	11-5-2011	8.0	229.0
876	Bollington Festival 3 Peaks	14-5-2011	9.0	366.0
882	Cribyn	14-5-2011	8.8	945.0
898	Fairfield Horseshoe	14-5-2011	14.5	914.0
1015	Mearley Clough	14-5-2011	5.6	366.0
1450	Moel Eilio	14-5-2011	12.9	914.0
1386	Mount Famine	14-5-2011	8.0	564.0
1465	Settle Saunter	14-5-2011	41.8	1494.0
1335	Carraghan Fell	17-5-2011	4.0	335.0
1090	Fox & Hounds Chase	17-5-2011	14.5	457.0
1379	Stanhill	17-5-2011	8.0	244.0
1264	Blackstone Edge	18-5-2011	5.6	366.0
1122	Goyts Moss - Cancelled	18-5-2011	11.3	427.0
1344	Kildwick	18-5-2011	6.0	244.0
984	Latrigg	18-5-2011	4.8	290.0
1289	Durris Mast	19-5-2011	8.8	305.0
1262	New Dungeon Ghyll	21-5-2011	5.6	640.0
1150	Old Counties Tops	21-5-2011	59.5	3048.0
1145	Glaramara	22-5-2011	8.0	640.0
931	Trunce 4	23-5-2011	6.4	168.0
1378	Coppice	24-5-2011	8.0	183.0
1026	Totley Moor	24-5-2011	8.0	442.0
1307	Harrock Hill 1	25-5-2011	8.4	274.0
1114	Vanessa Chappell	25-5-2011	9.0	401.0
918	Cader Idris	28-5-2011	16.9	914.0
1401	Hutton Roof Crags	28-5-2011	11.3	396.0
1306	Intercounties Championship - Broughton Heights	28-5-2011	10.0	700.0
923	Jura	28-5-2011	27.4	2347.0
1119	Helvellyn And The Dodds	29-5-2011	24.1	1337.0
1123	Saddleworth	29-5-2011	4.8	290.0
988	Austwick Amble	30-5-2011	12.9	366.0
1198	Bamford Sheepdog Trials	30-5-2011	7.2	305.0
910	Ilkley Harriers Trail - Date Changed	30-5-2011	11.1	213.0
1436	Mynydd Myfyr	30-5-2011	6.4	152.0
1104	Shutlingsloe	30-5-2011	3.2	274.0
1219	Batch Bash	1-6-2011	4.8	305.0
1100	Blencathra	1-6-2011	12.9	823.0
1197	Otley Chevin	1-6-2011	5.6	274.0
887	Hendersons End	2-6-2011	9.3	244.0
1135	Castleton	3-6-2011	10.3	457.0
1312	Alwinton	4-6-2011	22.5	884.0
1028	Duddon	4-6-2011	29.0	1829.0
1353	Ennerdale Horseshoe	4-6-2011	37.0	2286.0
1034	Kelbrook	4-6-2011	5.5	213.0
1110	Kentmere Trail	4-6-2011	16.9	469.0
1025	Pen Y Ghent	4-6-2011	9.5	564.0
1009	Welsh 1000m Peaks	4-6-2011	35.4	2438.0
1001	Wharfedale Off Road 1/2 Marathon	4-6-2011	20.9	701.0
1000	Wharfedale Off Road Marathon	4-6-2011	40.2	792.0
1120	Wincle Trout Run	4-6-2011	9.7	305.0
974	Edenfield	5-6-2011	12.1	488.0
1078	Yetholm	5-6-2011	12.9	762.0
1108	Paddys Pole	7-6-2011	6.0	335.0
880	Boars Head	8-6-2011	12.9	403.0
1138	Calver Peak	8-6-2011	8.0	274.0
906	Holcombe Two Towers	8-6-2011	6.4	396.0
1360	Abbey Anniversary	9-6-2011	8.0	549.0
973	Hebden Bridge	9-6-2011	9.5	351.0
1171	Tansley	9-6-2011	6.9	183.0
1132	Foel Fras	11-6-2011	19.3	914.0
1217	Man V Horse Marathon	11-6-2011	35.4	1219.0
1254	Roman Wall Show	11-6-2011	7.1	189.0
979	Traprain Law	11-6-2011	10.5	213.0
938	Weets 40th Anniversary	11-6-2011	8.8	549.0
1072	Accelerate Edale Race	12-6-2011	7.6	405.0
1143	Knowl Hill	12-6-2011	9.7	396.0
1389	Shining Cliff Woods 3	12-6-2011	8.5	267.0
1128	Wharmton Dash	12-6-2011	3.2	183.0
1377	Moleside	14-6-2011	4.8	244.0
1020	St Ives Trail	14-6-2011	8.0	152.0
901	Up The Beast	14-6-2011	7.2	457.0
1089	Whorlton Run	14-6-2011	11.3	329.0
1282	Ben Sheann	15-6-2011	4.0	427.0
1251	Kettleshulme	15-6-2011	9.7	335.0
1008	Rodneys Pillar Handicap	15-6-2011	6.3	290.0
1413	Tebay	15-6-2011	12.9	914.0
1136	Grindleford	16-6-2011	7.2	152.0
982	Walsh Two Lads	16-6-2011	8.4	274.0
948	Wicken Hill Whizz	17-6-2011	4.8	305.0
1383	Buckden Pike	18-6-2011	6.4	457.0
1474	Cononley	18-6-2011	4.8	292.0
987	Darren Jones Clougha Pike	18-6-2011	8.0	381.0
1411	Great Hill Race	18-6-2011	9.3	396.0
1382	Great Lakes Run	18-6-2011	20.9	2134.0
1348	James Blakeley Fell Race	18-6-2011	4.8	274.0
1287	Moel Hebog	18-6-2011	6.4	732.0
949	Reservoir Bogs	18-6-2011	13.7	533.0
1336	Arthur Jones Bradda Fell	19-6-2011	24.1	1250.0
1303	Flagstaff To Carlingford	19-6-2011	16.6	951.0
1007	Hunshelf Amble	19-6-2011	11.3	396.0
913	Kinder Trog	19-6-2011	25.7	1064.0
1186	Settle Hills	19-6-2011	11.3	396.0
1375	Sutton Pinnacles	19-6-2011	9.0	271.0
950	Timothy Taylors Tom Tittiman	19-6-2011	6.4	213.0
932	Trunce 5	20-6-2011	6.4	168.0
941	Beacon Batch	21-6-2011	8.0	305.0
1019	Calton	21-6-2011	8.8	244.0
1308	Harrock Hill 2	22-6-2011	8.4	274.0
1234	Hotfoot Up Famau	22-6-2011	5.6	366.0
1056	Pontesbury	22-6-2011	4.8	354.0
909	Riber Run	22-6-2011	8.0	305.0
1021	Aggies Staircase	23-6-2011	6.4	351.0
990	Blackamoor Chase	23-6-2011	9.7	442.0
1352	Tideswell	24-6-2011	7.1	259.0
1196	50th Eildon 2 Hills	25-6-2011	5.6	457.0
1032	Chrome Hill	25-6-2011	6.4	213.0
891	Coity	25-6-2011	8.0	305.0
1478	Comptons Cross	25-6-2011	14.5	274.0
896	Eldwick Gala	25-6-2011	4.8	168.0
1047	Gibson Grind	25-6-2011	14.0	396.0
976	Whaley Waltz	25-6-2011	9.3	274.0
1366	Arnison Dash	26-6-2011	3.2	305.0
1040	Cronkley	26-6-2011	16.9	534.0
1477	Great Bakewell Pudding Race	26-6-2011	10.1	213.0
1341	Langley Fete	26-6-2011	4.7	198.0
1226	Loughrigg And Silverhowe Chase	26-6-2011	13.7	771.0
1012	Moel-y-gamelin	26-6-2011	15.3	725.0
1070	North Devon  Aonb Marathon	26-6-2011	42.2	1031.0
1071	North Devon Aonb Half Marathon	26-6-2011	21.1	413.0
1313	Windy Gyle	26-6-2011	14.5	549.0
1088	Maybeck 3 Crosses	28-6-2011	9.7	244.0
875	Cragg Vale	29-6-2011	6.4	244.0
1182	Dockray- Great Dodd	29-6-2011	14.0	841.0
1043	Eddies Revenge	29-6-2011	6.1	323.0
994	Hope Wakes	29-6-2011	9.5	451.0
1106	Flan Fell	30-6-2011	2.8	91.0
1039	Winster	30-6-2011	7.2	152.0
1472	Sedbergh Sports	1-7-2011	5.6	366.0
1164	10 Peaks	2-7-2011	72.4	5608.0
1189	Charmouth Challenge	2-7-2011	12.6	578.0
888	Chevy Chase	2-7-2011	32.2	1219.0
1005	Dollar	2-7-2011	15.1	960.0
1238	Moel Siabod	2-7-2011	9.3	701.0
1200	Oakworth Haul	2-7-2011	8.0	198.0
965	Wharfedale Ttt Race 2	2-7-2011	20.1	914.0
1158	Callow	3-7-2011	8.0	762.0
1356	Guisecliff Gallop	3-7-2011	6.0	229.0
955	Skiddaw	3-7-2011	14.5	823.0
966	Wharfedale Ttt Race 3	3-7-2011	2.4	152.0
915	Hathersage Gala	4-7-2011	7.2	320.0
1245	20 Barriers	5-7-2011	8.0	152.0
874	Saltwell Harriers	5-7-2011	8.8	305.0
895	Stoodley Pike	5-7-2011	5.2	213.0
903	Cosdon	6-7-2011	5.1	314.0
1222	Reston Scar Scamper	6-7-2011	6.0	300.0
1258	Addingham Gala	9-7-2011	9.3	305.0
1437	Baildon Carnival	9-7-2011	5.6	152.0
1178	Charlesworth Carnival	9-7-2011	4.8	152.0
1483	Heptonstall Festival	9-7-2011	9.7	457.0
1330	James Coulson Laxey Fell	9-7-2011	13.7	671.0
884	Tal Y Fan	9-7-2011	12.9	732.0
1175	Thurlstone Chase	9-7-2011	6.4	244.0
1415	Warton Crag	9-7-2011	9.3	183.0
1256	Wasdale	9-7-2011	33.8	2743.0
920	Yr Aran	9-7-2011	16.1	945.0
873	Bampton	10-7-2011	8.8	244.0
927	Bollington Nostalgia Race	10-7-2011	11.4	366.0
925	Broomhead Chase	10-7-2011	5.6	244.0
1042	Peak Forest	10-7-2011	9.7	198.0
933	Trunce 6	11-7-2011	6.4	168.0
1087	Cock Howe And Beyond	12-7-2011	11.3	457.0
980	Waughs Well	12-7-2011	6.4	305.0
937	Bamford Carnival	13-7-2011	7.2	305.0
1355	Black Rocks	13-7-2011	8.8	259.0
1055	Stiperstones	13-7-2011	5.1	244.0
1345	Stirton	13-7-2011	8.8	366.0
1160	The Druid	13-7-2011	8.0	335.0
1118	Beacon Hill	14-7-2011	9.7	457.0
1246	Bull Hill	14-7-2011	8.8	335.0
872	Ingleborough	16-7-2011	11.3	610.0
972	Pen Y Fan	16-7-2011	5.6	588.0
1242	Fan Y Big Horseshoe	17-7-2011	16.1	671.0
951	Holme Moss	17-7-2011	27.4	1219.0
1223	Kentmere	17-7-2011	19.1	1006.0
1426	Oldfield	17-7-2011	8.8	168.0
1229	Blisco Dash	20-7-2011	8.0	610.0
1179	Shining Tor	20-7-2011	9.5	488.0
1369	Widdop	20-7-2011	11.3	366.0
1073	Sheldon	21-7-2011	6.4	162.0
1374	Lingmell Dash	23-7-2011	7.2	762.0
961	Snowdon	23-7-2011	16.1	1006.0
1263	Turnslack	23-7-2011	12.9	610.0
998	Coniston Country Fair	24-7-2011	9.7	732.0
1051	Great Hucklow	24-7-2011	9.8	338.0
1195	Allan Greenwoods 50th Birthday Bash	26-7-2011	8.0	305.0
1247	Fellside	26-7-2011	11.3	579.0
1086	Gribdale Gallop	26-7-2011	12.9	427.0
1233	Green Green Grass Of Home	27-7-2011	7.2	457.0
1309	Harrock Hill 3	27-7-2011	8.4	274.0
1320	Wormstones	27-7-2011	8.0	411.0
1224	Heart Of The Lakes Rydal Round	28-7-2011	14.5	914.0
1030	Stoney Middleton	28-7-2011	8.4	198.0
1370	Beetham Sports	30-7-2011	9.3	283.0
892	Ben Rinnes Five Tops	30-7-2011	22.5	1494.0
1328	North Barrule	30-7-2011	5.6	533.0
1102	Push-up-the-pincyn	30-7-2011	9.7	396.0
1052	Whittle Pike	30-7-2011	8.2	427.0
899	James Herriot Run	31-7-2011	13.7	305.0
934	Trunce 7	1-8-2011	6.4	168.0
1244	Bradwell	2-8-2011	6.0	229.0
1214	Mills Physiotherapy Crow Hill Reverse	2-8-2011	8.0	305.0
1058	Parwich Panoramic Five	2-8-2011	8.5	198.0
1170	Cracken Edge	3-8-2011	11.3	442.0
1036	Hailstorm Hill	3-8-2011	10.5	366.0
904	Sourton Tor	3-8-2011	2.3	180.0
1476	Bransdale	4-8-2011	12.4	427.0
1428	Milford Chevin 1	4-8-2011	7.2	243.0
1468	Cutthroat	5-8-2011	9.5	347.0
1146	Borrowdale	6-8-2011	27.4	1981.0
1409	Creag Dhubh	6-8-2011	7.2	373.0
1316	Great West	6-8-2011	8.0	415.0
1165	Hellifield Gala	6-8-2011	5.6	259.0
1067	Long Tour Of Bradwell	6-8-2011	49.9	1920.0
907	Osmotherley Show	6-8-2011	8.8	320.0
1010	Seven Sevens	6-8-2011	30.4	2675.0
1446	Teggs Nose	6-8-2011	12.1	488.0
1240	Y Garn	6-8-2011	4.8	457.0
968	Round Hill	7-8-2011	14.1	335.0
1142	Worsthorne Moor	7-8-2011	10.9	274.0
1085	Guisborough Grunt Plus	9-8-2011	12.9	366.0
1024	Pilgrims Cross	10-8-2011	9.7	335.0
1013	Ponderosa	10-8-2011	6.4	290.0
1144	Steel Fell	10-8-2011	4.8	340.0
1357	Rickys Race	11-8-2011	8.0	213.0
871	Arncliffe Gala	13-8-2011	2.9	137.0
1156	Sticklepath Horseshoe	13-8-2011	15.4	518.0
944	Boulsworth	14-8-2011	12.1	427.0
953	Forest Burn - Postponed	14-8-2011	5.6	152.0
1215	Gladstone 9	14-8-2011	14.5	853.0
969	Eccles Pike	17-8-2011	4.8	249.0
1029	Golf Ball	17-8-2011	8.8	244.0
952	Denis Stitt Memorial Race	18-8-2011	6.0	372.0
992	Brecon Beacons	20-8-2011	30.6	1372.0
1359	Burnsall Classic	20-8-2011	2.4	274.0
1506	Craig Y Rhiw	20-8-2011	6.4	305.0
1154	Darwen Gala	20-8-2011	6.0	283.0
1172	Falstone Falcon	20-8-2011	8.0	152.0
1351	Gargrave Show	20-8-2011	5.6	274.0
1235	Lletty	20-8-2011	14.5	884.0
939	Rusland 5	20-8-2011	8.0	259.0
1406	Weasdale Horseshoe	20-8-2011	12.9	610.0
922	Belper Rugby Rover	21-8-2011	29.9	671.0
1227	Lakeland Country Fair	21-8-2011	10.5	716.0
1163	Lomonds Of Fife	21-8-2011	14.5	762.0
1297	Sedbergh Hills	21-8-2011	22.5	1829.0
935	Trunce 8	22-8-2011	6.4	168.0
1084	Roseberry Topping	23-8-2011	2.4	218.0
1006	Shipman Knotts	23-8-2011	6.4	396.0
1321	Chunal	24-8-2011	6.4	290.0
1213	Crook Peak Cake Race	24-8-2011	4.8	244.0
1310	Harrock Hill 4	24-8-2011	8.4	274.0
1159	Ragleth Inn	24-8-2011	6.4	488.0
1177	Round Latrigg	24-8-2011	8.8	244.0
1285	Tryfan Downhill Dash	24-8-2011	1.0	-671.0
1367	Arnison Horseshoe	27-8-2011	4.8	305.0
911	Bellingham Show	27-8-2011	6.4	183.0
1203	Chipping Show	27-8-2011	12.1	549.0
1231	Donard - Commedagh	27-8-2011	10.5	1006.0
1293	Dufton Show	27-8-2011	8.0	457.0
1003	Ochil 2000s	27-8-2011	29.0	1524.0
902	Oke Croak	27-8-2011	16.7	628.0
1358	Pendleton	27-8-2011	8.0	457.0
1152	Rise Hill	27-8-2011	4.7	422.0
1422	Bradbourne	28-8-2011	8.7	259.0
1288	Cnicht	28-8-2011	7.2	564.0
1225	Grasmere Senior Guides Race	28-8-2011	2.4	274.0
1184	Norland Moor	28-8-2011	10.1	244.0
1075	Moel Fammau	29-8-2011	8.0	388.0
893	Barrel Inn	30-8-2011	10.5	457.0
1448	Great Longstone Chase	2-9-2011	7.7	290.0
900	Ben Nevis	3-9-2011	16.1	1343.0
1031	Blackshaw Head Fete	3-9-2011	8.8	274.0
1381	Braemar	3-9-2011	4.7	305.0
885	Derek Price Memorial Grisedale Horseshoe	3-9-2011	16.1	1524.0
1111	Derwentwater Trail	3-9-2011	14.0	445.0
726	Half Peris	3-9-2011	13.7	1372.0
1507	Hesket Newmarket Show	3-9-2011	11.3	472.0
1035	Longshaw Sheepdog Trials	3-9-2011	9.7	305.0
1284	Peris Horseshoe	3-9-2011	28.2	2591.0
1408	Preseli Bluestone	3-9-2011	20.9	762.0
1065	Bradley	4-9-2011	5.6	229.0
1204	Exterminator	4-9-2011	25.7	1219.0
1062	Loweswater Show	4-9-2011	4.2	305.0
1105	Shelf Moor	4-9-2011	9.5	457.0
1151	Ilkley Incline	7-9-2011	1.6	171.0
1429	Milford Chevin  2	7-9-2011	4.7	183.0
1130	Hades Hill	8-9-2011	8.0	366.0
1385	Devils Beeftub	10-9-2011	3.2	229.0
1407	Great Westmorland Trail	10-9-2011	12.1	366.0
1460	Hodder Valley Show	10-9-2011	7.1	503.0
1505	Llanfest	10-9-2011	10.0	416.0
1475	Turner Landscape	10-9-2011	17.7	914.0
1486	Coombes Tor	11-9-2011	10.9	457.0
1022	Padfield Plum Fair Scamper	11-9-2011	8.8	320.0
1365	Stretton Skyline	11-9-2011	30.6	1356.0
1190	Whitfield Village Fair	11-9-2011	7.6	204.0
1202	Yorkshireman Half Marathon	11-9-2011	23.8	564.0
1201	Yorkshireman Off Road Marathon	11-9-2011	42.2	914.0
936	Trunce 9	12-9-2011	6.4	168.0
894	Lantern Pike	17-9-2011	8.0	320.0
1516	Rombalds Romp	17-9-2011	11.3	233.0
636	Simonside	17-9-2011	10.8	366.0
996	St  Boniface Fell	17-9-2011	4.8	236.0
1230	Three Shires	17-9-2011	20.9	1219.0
997	Ventnor Horseshoe	17-9-2011	11.3	457.0
967	Dale Head	18-9-2011	7.2	674.0
1023	Fat Boys Stanage Struggle	18-9-2011	9.8	366.0
1376	Settle Loop Tough Trail	18-9-2011	13.7	366.0
890	Black Mountains	24-9-2011	27.4	1585.0
1250	Eskdale Show - Cancelled	24-9-2011	7.1	312.0
1169	Nine Edges Endurance	24-9-2011	32.8	893.0
1488	Orton Autumn Fair	24-9-2011	9.7	258.0
1610	Orton Autumn Fair	24-9-2011	10.0	258.0
1257	Scafell Pike	24-9-2011	7.2	914.0
971	Thieveley Pike	24-9-2011	6.9	396.0
1044	Whernside	24-9-2011	19.5	906.0
1338	Chelmorton Chase	25-9-2011	8.0	305.0
1473	Powis Arms Bury Ditches	25-9-2011	9.3	395.0
1371	Viking Chase 4 Peaks	25-9-2011	12.9	457.0
1112	Coniston Trail	1-10-2011	15.0	533.0
1299	Fan Fawr	1-10-2011	3.2	305.0
943	Grin And Bear It	1-10-2011	25.7	591.0
1218	Longmynd Hike	1-10-2011	80.5	2987.0
1489	Pumlumon Challenge - Cancelled	1-10-2011	41.8	1524.0
1125	Ravenstones Brow	1-10-2011	14.5	351.0
921	Arenig Fawr	2-10-2011	10.8	579.0
1066	Hope Moors & Tors	2-10-2011	32.2	1128.0
1205	Sandstone Trail Race A	2-10-2011	27.5	655.0
1206	Sandstone Trail Race B	2-10-2011	17.1	290.0
1325	Cringle Hill	8-10-2011	4.0	76.0
1167	Good Shepherd	8-10-2011	22.5	610.0
889	Langdale Horseshoe	8-10-2011	22.5	1219.0
1346	Beefys Nab	9-10-2011	4.8	198.0
1298	Breidden Hills	9-10-2011	11.3	701.0
1064	Mendip Muddle	9-10-2011	20.3	427.0
1059	Windgather	9-10-2011	21.7	762.0
1232	Ceiriog Canter	15-10-2011	10.5	366.0
1463	The Undulator	15-10-2011	13.5	384.0
1216	Rob Skilton Memorial Half Marathon	16-10-2011	20.9	610.0
1083	Saltergate Gallows	16-10-2011	15.3	579.0
1194	Running Bear Race You To The Summit	22-10-2011	6.4	244.0
1248	Screes	22-10-2011	7.9	475.0
975	Passing Clouds	23-10-2011	15.7	564.0
1181	Totley Terror - Cancelled	23-10-2011	24.1	1372.0
1271	Withins Skyline	23-10-2011	11.3	305.0
1314	Great Whernside	29-10-2011	6.4	474.0
1347	Bronte Way	30-10-2011	12.9	351.0
1082	Three Tops	30-10-2011	12.9	610.0
1324	Peel Hill	5-11-2011	4.8	122.0
1490	Really Wild Boar	5-11-2011	8.0	427.0
993	Shepherds Skyline	5-11-2011	9.7	351.0
1294	Clwydian Hills	6-11-2011	16.1	914.0
964	Cop Hill	6-11-2011	11.3	274.0
1168	Dunnerdale	12-11-2011	8.0	549.0
1107	Wadsworth Half Trog	12-11-2011	14.5	472.0
1396	Leg It Round Lathkil	13-11-2011	11.4	290.0
1016	Rhobell Fawr - Date Changed	13-11-2011	9.7	579.0
1185	Roaches	13-11-2011	24.1	1128.0
1121	Harriers V Cyclists	19-11-2011	9.7	198.0
991	Penmaenmawr	19-11-2011	16.1	594.0
924	Tour Of Pendle	19-11-2011	27.0	1472.0
1081	Clay Bank West	20-11-2011	8.8	274.0
1315	Drogo 10	20-11-2011	16.1	536.0
1519	Eaves Wood - Senior Race Full	20-11-2011	8.4	183.0
1445	Wrekin Wrecker	20-11-2011	13.0	732.0
1228	Kirkbymoor	26-11-2011	10.5	488.0
942	David Staff Memorial Race	27-11-2011	8.2	366.0
1027	Angus Tait Hexhamshire Hobble	4-12-2011	16.9	372.0
1074	Bolton By Bowland	4-12-2011	12.9	244.0
1363	Cardington Cracker	4-12-2011	14.5	792.0
1080	Eskdale Eureka	4-12-2011	12.9	366.0
870	Gravy Pud 5	4-12-2011	8.0	305.0
1414	Tankys Trog - Marsden To Edale - Cancelled	4-12-2011	34.6	1143.0
1157	Mortimer Forest	11-12-2011	16.1	488.0
959	Mytholmroyd	11-12-2011	11.3	411.0
1116	Simonside Cairns	11-12-2011	17.7	539.0
1323	Slieu Whallian Hill	17-12-2011	4.8	183.0
1273	Stoop	18-12-2011	8.0	244.0
1861	Forest Burn	26-12-2011	5.6	152.0
1011	Turkey Trot	26-12-2011	8.8	457.0
1292	Whinberry Naze	26-12-2011	6.4	229.0
1079	Guisborough Woods	27-12-2011	9.7	305.0
978	Wansfell	27-12-2011	4.0	457.0
1275	Daleside Brewery Auld Lang Syne	31-12-2011	9.7	274.0
1660	Captain Cooks Races	1-1-2012	8.0	318.0
